Id,Url,Brand,Model,Region,Engine,Engine_volume,Power,Transmission,Drive_unit,Color,Mileage,Rudder,Generation,Equipment,Body,Price
85,https://krasnoyarsk.drom.ru/nissan/serena/48796150.html,Nissan,Serena,Красноярск,бензин,2.0,147,вариатор,передний,коричневый,132900,правый,"4 поколение, рестайлинг",,,1377000
86,https://krasnoyarsk.drom.ru/toyota/corolla_fielder/48802753.html,Toyota,Corolla Fielder,Красноярск,бензин,1.5,110,вариатор,передний,черный,103000,правый,"2 поколение, рестайлинг",,,965000
87,https://krasnoyarsk.drom.ru/honda/freed/48858690.html,Honda,Freed,Красноярск,бензин,1.5,118,вариатор,передний,серый,140126,правый,1 поколение,,,825000
88,https://krasnoyarsk.drom.ru/mazda/axela/48858709.html,Mazda,Axela,Красноярс,бензин,1.5,111,вариатор,передний,серый,57739,правый,2 поколение,,седан,815000
89,https://abakan.drom.ru/honda/stepwgn/48949315.html,Honda,Stepwgn,,бензин,2.0,155,АКПП,передний,черный,150000,правый,"3 поколение, рестайлинг",,,450000
90,https://krasnoyarsk.drom.ru/honda/shuttle/48954447.html,Honda,Shuttle,Красноярск,бензин,1.5,132,вариатор,передний,черный,65500,правый,2 поколение,,универсал,1137000
91,https://abakan.drom.ru/mitsubishi/lancer/49005741.html,Mitsubishi,Lancer,,бензин,1.5,109,механика,передний,черный,200000,левый,10 поколение,,седан,460000
92,https://krasnoyarsk.drom.ru/honda/shuttle/49053715.html,Honda,Shuttle,Красноярс,бензин,1.5,110,робот,передний,серый,55590,правый,2 поколение,,универсал,1150000
93,https://spb.drom.ru/toyota/rav4/49055466.html,Toyota,RAV4,Санкт-Петербург,бензин,2.4,170,АКПП,4WD,зеленый,193000,левый,3 поколение,,джип/suv 5 дв.,1149000
94,https://khanty-mansiysk.drom.ru/subaru/levorg/47605223.html,Subaru,Levorg,Ханты-Мансийск,бензин,1.6,170,вариатор,4WD,синий,115000,правый,1 поколение, 1.6 STI Sport EyeSight 4WD,,1700000
95,https://semikarakorsk.drom.ru/lada/2110/49140621.html,Лада,2110,,бензин,1.6,89,механика,передний,серый,209000,,1 поколение,1.6i MT 21104,,140000
96,https://samara.drom.ru/lada/largus_cross/49140620.html,Лада,Ларгус Кросс,Самара,бензин,1.6,106,механика,передний,коричневый,105000,левый,1 поколение,,,750000
97,https://ufa.drom.ru/lada/2131_4x4_niva/48805508.html,Лада,4x4 2131 Нива,,бензин,1.7,79,механика,4WD,серебристый,,левый,1 поколение,1.7 MT Стандарт-2131,,255000
98,https://krasnodar.drom.ru/audi/q5/49140619.html,Audi,Q5,Краснодар,бензин,2.0,225,АКПП,4WD,коричневый,341000,левый,"1 поколение, рестайлинг",2.0 TFSI quattro tiptronic,,1245000
99,https://kurtamysh.drom.ru/nissan/quest/49140618.html,Nissan,Quest,,бензин,3.3,171,АКПП,передний,серый,213000,левый,"2 поколение, рестайлинг",,,400000
100,https://tver.drom.ru/toyota/rav4/49140617.html,Toyota,RAV4,Тверь,бензин,2.0,152,механика,4WD,серебристый,223931,левый,3 поколение,,джип/suv 5 дв.,1045000
101,https://habarovsk.drom.ru/nissan/adwagon/40574727.html,Nissan,AD,,бензин,1.5,111,вариатор,передний,,39000,правый,"4 поколение, рестайлинг", 1.5 Expert GX,,746000
102,https://nizhnevartovsk.drom.ru/opel/mokka/49140616.html,Opel,Mokka,,бензин,1.8,140,механика,передний,белый,157000,левый,1 поколение,,,850000
103,https://tver.drom.ru/hyundai/ix35/49140615.html,Hyundai,ix35,Тверь,бензин,2.0,150,механика,4WD,черный,112694,левый,"1 поколение, рестайлинг",,,1345000
104,https://gryazi.drom.ru/opel/omega/49140613.html,Opel,Omega,,бензин,2.0,116,механика,задний,серебристый,458800,левый,2 поколение,,седан,160000
105,https://moscow.drom.ru/bmw/x6/49140612.html,BMW,X6,Москва,дизель,3.0,249,АКПП,4WD,синий,21959,левый,3 поколение,xDrive 30d AT M Sport Pro,,9685000
106,https://rostov-na-donu.drom.ru/kia/sportage/49140611.html,Kia,Sportage,Ростов-на-Дону,бензин,2.0,150,механика,передний,серый,161233,левый,3 поколение,,джип/suv 5 дв.,1185000
107,https://kanevskaya.drom.ru/nissan/presea/49140609.html,Nissan,Presea,,бензин,1.5,105,механика,передний,бордовый,330000,правый,"2 поколение, рестайлинг",1.5 Refina,,200000
108,https://volgograd.drom.ru/mercedes-benz/e-class/49140608.html,Mercedes-Benz,E-Class,Волгоград,бензин,2.0,197,АКПП,задний,черный,89000,левый,5 поколение,,седан,3900000
109,https://krasnoyarsk.drom.ru/renault/logan_stepway/46593910.html,Renault,Logan Stepway,Красноярск,бензин,1.6,102,АКПП,передний,синий,38521,левый,1 поколение,1.6 AT Drive,,1097000
110,https://krasnoyarsk.drom.ru/toyota/prius/47017547.html,Toyota,Prius,Красноярск,бензин,1.5,76,вариатор,передний,черный,110000,правый,"2 поколение, рестайлинг",,лифтбек,735000
111,https://krasnoyarsk.drom.ru/toyota/prius/48367833.html,Toyota,Prius,Красноярск,бензин,1.8,99,вариатор,передний,серый,62079,правый,"3 поколение, рестайлинг",,лифтбек,1137000
112,https://krasnoyarsk.drom.ru/toyota/prius/48867873.html,Toyota,Prius,Красноярск,бензин,1.8,99,вариатор,передний,зеленый,117500,правый,"3 поколение, рестайлинг",,лифтбек,1067000
113,https://krasnoyarsk.drom.ru/toyota/wish/48989834.html,Toyota,Wish,Красноярск,бензин,1.8,133,вариатор,4WD,бордовый,93200,правый,2 поколение,,,1085000
114,https://krasnoyarsk.drom.ru/kia/rio/49030404.html,Kia,Rio,Красноярск,бензин,1.6,123,АКПП,передний,черный,74000,левый,4 поколение,,седан,1057000
115,https://krasnoyarsk.drom.ru/honda/cr-v/49049400.html,Honda,CR-V,Красноярск,бензин,2.4,186,вариатор,4WD,синий,96000,левый,5 поколение,,,2427000
116,https://krasnoyarsk.drom.ru/kia/rio/49070611.html,Kia,Rio,Красноярск,бензин,1.6,123,АКПП,передний,белый,27725,левый,4 поколение,,седан,1587000
117,https://krasnoyarsk.drom.ru/honda/cr-v/49076488.html,Honda,CR-V,Красноярск,бензин,2.4,166,АКПП,4WD,белый,115000,левый,"3 поколение, рестайлинг",2.4 AT Executive,,1317000
118,https://krasnoyarsk.drom.ru/kia/rio_x-line/49076650.html,Kia,Rio X (X-Line),Красноярск,бензин,1.6,123,АКПП,передний,белый,64116,левый,1 поколение,,,1247000
119,https://langepas.drom.ru/lada/2107/49140606.html,Лада,2107,,бензин,1.6,74,механика,задний,белый,43476,,1 поколение,,,40000
120,https://syzran.drom.ru/mazda/mazda6/49140607.html,Mazda,Mazda6,Сызрань,бензин,2.0,147,АКПП,передний,черный,198000,левый,2 поколение,,седан,750000
121,https://omsk.drom.ru/hyundai/solaris/49026396.html,Hyundai,Solaris,Омск,бензин,1.6,123,АКПП,передний,белый,71000,левый,"1 поколение, рестайлинг",,седан,930000
122,https://kurgan.drom.ru/toyota/raum/49140603.html,Toyota,Raum,Курган,бензин,1.5,94,АКПП,передний,серый,139367,правый,"1 поколение, рестайлинг",,,320000
123,https://surgut.drom.ru/lada/granta/49140594.html,Лада,Гранта,Сургут,бензин,1.6,87,механика,передний,синий,43500,левый,"1 поколение, рестайлинг",,хэтчбек 5 дв.,800000
124,https://chelyabinsk.drom.ru/kia/picanto/48800501.html,Kia,Picanto,Челябинск,бензин,1.0,66,механика,передний,розовый,4321,левый,"2 поколение, рестайлинг",,хэтчбек 5 дв.,700000
125,https://shadrinsk.drom.ru/lada/2113/49140602.html,Лада,2113 Самара,Шадринск,бензин,1.6,80,механика,передний,черный,240000,левый,1 поколение,1.6 MT 21134-20-010,,94000
126,https://novosibirsk.drom.ru/honda/cr-v/48905445.html,Honda,CR-V,Новосибирск,бензин,2.4,190,АКПП,4WD,коричневый,174000,левый,4 поколение,2.4 AT Executive,,1725000
127,https://tyumen.drom.ru/suzuki/jimny/46772176.html,Suzuki,Jimny,Тюмень,бензин,1.3,85,АКПП,4WD,черный,135425,левый,"3 поколение, 2 рестайлинг",,,1149000
128,https://krasnoturinsk.drom.ru/skoda/octavia/48080533.html,Skoda,Octavia,Краснотурьинск,бензин,1.4,122,робот,передний,серый,171058,левый,"2 поколение, рестайлинг",,лифтбек,720000
129,https://kaluga.drom.ru/bmw/5-series/49140601.html,BMW,5-Series,,бензин,2.0,245,АКПП,4WD,серый,212000,левый,"6 поколение, рестайлинг",,универсал,1600000
130,https://feodosiya.drom.ru/chevrolet/aveo/49140596.html,Chevrolet,Aveo,Феодосия,бензин,1.4,101,механика,передний,белый,119000,левый,"1 поколение, рестайлинг",,хэтчбек 5 дв.,439000
131,https://shadrinsk.drom.ru/lada/priora/49140600.html,Лада,Приора,Шадринск,бензин,1.6,98,механика,передний,серебристый,300000,левый,1 поколение,,седан,170000
132,https://rodionovo-nesvetayskaya.drom.ru/lada/2114/49140599.html,Лада,2114 Самара,,бензин,1.6,81,механика,передний,серый,195000,левый,1 поколение,,хэтчбек 5 дв.,100000
133,https://barnaul.drom.ru/subaru/levorg/49140555.html,Subaru,Levorg,Барнаул,бензин,1.6,170,вариатор,4WD,серый,118000,правый,1 поколение,1.6 GT-S EyeSight 4WD,,1560000
134,https://kuznetsk.drom.ru/lada/priora/49140598.html,Лада,Приора,Кузнецк,бензин,1.6,98,механика,передний,серебристый,198000,левый,1 поколение,,седан,380000
135,https://sochi.drom.ru/daewoo/nexia/49140597.html,Daewoo,Nexia,,бензин,1.6,109,механика,передний,черный,340000,левый,"1 поколение, 2 рестайлинг",,седан,249999
136,https://ufa.drom.ru/toyota/camry/49140595.html,Toyota,Camry,Уфа,бензин,3.5,277,АКПП,передний,черный,260000,левый,7 поколение,,седан,720000
137,https://krasnoyarsk.drom.ru/bmw/5-series/47061697.html,BMW,5-Series,Красноярск,бензин,2.0,184,АКПП,задний,синий,188000,левый,6 поколение,,седан,1299000
138,https://krasnoyarsk.drom.ru/bmw/7-series/47295239.html,BMW,7-Series,Красноярск,бензин,6.0,445,АКПП,задний,черный,150000,левый,"4 поколение, рестайлинг",,,550000
139,https://moscow.drom.ru/kia/rio/47563528.html,Kia,Rio,Москва,бензин,1.6,138,автомат,передний,серебристый,83000,левый,,,седан,749000
140,https://moscow.drom.ru/kia/rio/47563528.html,Kia,Rio,Москва,бензин,1.6,138,автомат,передний,серебристый,83000,левый,,,седан,749000
141,https://krasnoyarsk.drom.ru/audi/q5/48122784.html,Audi,Q5,Красноярск,бензин,2.0,211,робот,4WD,черный,94694,левый,1 поколение,2.0 TFSI quattro  S Tronic,,1267000
142,https://krasnoyarsk.drom.ru/honda/civic/48367878.html,Honda,Civic,Красноярск,бензин,1.8,140,АКПП,передний,белый,219000,левый,8 поколение,,седан,677000
143,https://krasnoyarsk.drom.ru/renault/megane/48620711.html,Renault,Megane,Красноярск,бензин,1.6,106,механика,передний,синий,150000,левый,"3 поколение, рестайлинг",,хэтчбек 5 дв.,500000
144,https://krasnoyarsk.drom.ru/lexus/rx350/48802855.html,Lexus,RX350,Красноярск,бензин,3.5,276,АКПП,4WD,бежевый,135000,левый,"2 поколение, рестайлинг",,,997000
145,https://simferopol.drom.ru/lada/2106/49140593.html,Лада,2106,Симферополь,бензин,1.3,64,механика,задний,бежевый,54932,левый,1 поколение,1.3 MT 21063,,55000
146,https://moscow.drom.ru/lexus/rx400h/49140592.html,Lexus,RX400h,Москва,бензин,3.3,211,вариатор,4WD,черный,334000,левый,"2 поколение, рестайлинг",3.3h CVT,,1000000
147,https://surgut.drom.ru/other/rus/49131252.html,Прочие авто,Россия и СНГ,,бензи,,1068,механика,4WD,белый,40812,левый,,,,1070000
148,https://suhoy-log.drom.ru/lada/2106/49140591.html,Лада,2106,Сухой Лог,бензин,1.5,72,механика,задний,белый,,левый,1 поколение,,,125000
