Id,Url,Brand,Model,Region,Engine,Engine_volume,Power,Transmission,Drive_unit,Color,Mileage,Rudder,Generation,Equipment,Body,Price
149,https://cherepanovo.drom.ru/lada/2114/48979379.html,Лада,2114 Самара,,бензин,1.5,77,механика,передний,синий,150000,левый,1 поколение,,хэтчбек 5 дв.,110000
150,https://ekaterinburg.drom.ru/kia/cerato/45009027.html,Kia,Cerato,Екатеринбург,бензин,1.6,130,АКПП,передний,белый,73245,левый,"3 поколение, рестайлинг",,седан,1325000
151,https://tula.drom.ru/lada/vesta/47051897.html,Лада,Веста,Тула,бензин,1.6,113,вариатор,передний,серый,15786,левый,1 поколение,,универсал,1169000
152,https://sochi.drom.ru/volkswagen/jetta/49140590.html,Volkswagen,Jetta,Сочи,бензин,1.6,105,АКПП,передний,белый,199000,левый,6 поколение,,седан,820000
153,https://gorno-altaysk.drom.ru/lada/2115/48747988.html,Лада,2115 Самара,Горно-Алтайск,бензин,1.5,70,механика,передний,серебристый,290000,левый,1 поколение,1.5 MT Базовая,,99000
154,https://lipetsk.drom.ru/geely/emgrand/49140589.html,Geely,Emgrand EC7,Липецк,бензин,1.8,126,механика,передний,белый,200000,левый,,,седан,200000
155,https://blagoveshchensk.drom.ru/honda/accord/49140587.html,Honda,Accord,Благовещенск,бензин,2.0,145,вариатор,передний,белый,65000,правый,"9 поколение, рестайлинг",,седан,1990000
156,https://kalmanka.drom.ru/chery/tiggo/49140588.html,Chery,Tiggo T11,Калманка,бензин,2.0,136,механика,4WD,серебристый,150000,левый,1 поколение,,,200000
157,https://krasnoyarsk.drom.ru/volkswagen/polo/48747496.html,Volkswagen,Polo,Красноярск,бензин,1.4,125,робот,передний,серый,84000,левый,"5 поколение, рестайлинг",,седан,955000
158,https://yevpatoriya.drom.ru/honda/civic/49140548.html,Honda,Civic,,бензин,1.8,140,АКПП,передний,черный,135000,левый,8 поколение,,седан,650000
159,https://troytsk-chelabinsk.drom.ru/lada/2110/49140586.html,Лада,2110,,бензин,1.5,91,механика,передний,синий,,,1 поколение,,,55000
160,https://pochtovoe-krym.drom.ru/hyundai/elantra/49140584.html,Hyundai,Elantra,Почтовое,бензин,1.6,122,АКПП,передний,бордовый,137000,левый,4 поколение,,седан,570000
161,https://ekaterinburg.drom.ru/infiniti/g25/49140583.html,Infiniti,G25,Екатеринбург,бензин,2.5,222,АКПП,задний,белый,140000,,"4 поколение, рестайлинг",2.5 AT Hi-tech (без люка),,1040000
162,https://buynaksk.drom.ru/lada/2104/49140582.html,Лада,2104,,бензин,1.5,71,механика,задний,синий,999999,левый,1 поколение,1.5 MT4 21043,,70000
163,https://samara.drom.ru/lada/kalina/49140581.html,Лада,Калина,Самара,бензин,1.6,84,механика,передний,серебристый,189000,,1 поколение,1.6 MT Стандарт 11193-41-070,хэтчбек 5 дв.,300000
164,https://omsk.drom.ru/nissan/moco/49140580.html,Nissan,Moco,Омск,бензин,0.7,54,АКПП,передний,зеленый,253000,правый,1 поколение,,,295000
165,https://moscow.drom.ru/chrysler/300c/49140579.html,Chrysler,300C,Москва,бензин,2.7,177,АКПП,задний,серебристый,171000,левый,"1 поколение, рестайлинг",,седан,1100000
166,https://nefteyugansk.drom.ru/toyota/camry/49140578.html,Toyota,Camry,Нефтеюганск,бензин,2.4,167,АКПП,передний,черный,230000,левый,7 поколение,,седан,900000
167,https://sterlitamak.drom.ru/volkswagen/golf/49140577.html,Volkswagen,Golf,,бензин,1.2,105,механика,передний,белый,168000,левый,7 поколение,,хэтчбек 5 дв.,735000
168,https://noyabrsk.drom.ru/hyundai/sonata/49140576.html,Hyundai,Sonata,Ноябрьск,бензин,2.0,150,АКПП,передний,белый,56000,левый,"7 поколение, рестайлинг",2.0 AT Style,,1800000
169,https://lesnoy-mo.drom.ru/toyota/land_cruiser/49111582.html,Toyota,Land Cruiser,Лесной,дизель,4.5,235,АКПП,4WD,черный,335000,левый,11 поколение,,джип/suv 5 дв.,2199000
170,https://anapa.drom.ru/chevrolet/aveo/49140553.html,Chevrolet,Aveo,Анапа,бензин,1.2,72,механика,передний,красный,140000,левый,1 поколение,,хэтчбек 5 дв.,290000
171,https://noginsk.drom.ru/lada/priora/49140573.html,Лада,Приора,,бензин,1.6,98,механика,передний,черный,258000,левый,1 поколение,,седан,185000
172,https://chelyabinsk.drom.ru/hyundai/sonata/49140572.html,Hyundai,Sonata,Челябинск,бензин,2.0,131,АКПП,передний,серебристый,333000,левый,"4 поколение, рестайлинг",2.0 AT GLS,,350000
173,https://kazan.drom.ru/skoda/octavia/49140571.html,Skoda,Octavia,Казань,бензин,1.4,75,механика,передний,черный,242400,левый,"1 поколение, рестайлинг",,лифтбек,360000
174,https://nefteyugansk.drom.ru/kia/rio/49140570.html,Kia,Rio,Нефтеюганск,бензин,1.6,123,АКПП,передний,белый,57000,левый,4 поколение,,седан,1200000
175,https://spb.drom.ru/skoda/fabia/49140569.html,Skoda,Fabia,Санкт-Петербург,бензин,1.4,86,механика,передний,серый,166200,левый,"2 поколение, рестайлинг",,хэтчбек 5 дв.,465000
176,https://novosibirsk.drom.ru/honda/cr-v/49140568.html,Honda,CR-V,Новосибирск,бензин,2.0,150,АКПП,4WD,белый,286517,правый,"1 поколение, рестайлинг",,,505000
177,https://kungur.drom.ru/lada/2115/49140567.html,Лада,2115 Самара,,бензин,1.5,78,механика,передний,черный,260000,левый,,,,75000
178,https://saratov.drom.ru/lada/2107/49140566.html,Лада,2107,,бензин,1.5,71,механика,задний,синий,96000,,1 поколение,,,37000
179,https://engels.drom.ru/kia/sportage/49140565.html,Kia,Sportage,Энгельс,дизель,1.6,136,робот,передний,белый,78000,левый,"4 поколение, рестайлинг",,джип/suv 5 дв.,2150000
180,https://krasnoyarsk.drom.ru/suzuki/vitara/49140564.html,Suzuki,Vitara,Красноярск,бензин,2.0,127,механика,4WD,черный,188100,левый,2 поколение,,джип/suv 5 дв.,430000
181,https://salavat.drom.ru/daewoo/matiz/49140562.html,Daewoo,Matiz,Салават,бензин,0.8,51,механика,передний,,100000,левый,"1 поколение, рестайлинг",,,190000
182,https://stupino.drom.ru/lada/2101/49140563.html,Лада,2101,,бензин,1.7,,,задний,красный,40000,левый,,,,90000
183,https://voronezh.drom.ru/ford/escape/49140561.html,Ford,Escape,Воронеж,бензин,2.3,153,АКПП,4WD,белый,381000,левый,2 поколение,,,533000
184,https://novosibirsk.drom.ru/chevrolet/equinox/49140560.html,Chevrolet,Equinox,Новосибирск,бензин,2.0,252,АКПП,4WD,черный,22000,левый,3 поколение,2.0 AT AWD Premium,,2980000
185,https://ekaterinburg.drom.ru/porsche/panamera/49140559.html,Porsche,Panamera,Екатеринбург,бензин,2.9,440,робот,4WD,серый,25788,левый,2 поколение,,универсал,10499000
186,https://stariy-oskol.drom.ru/lada/2111/49140558.html,Лада,2111,Старый Оскол,бензин,1.5,91,механика,передний,черный,,левый,1 поколение,1.5i MT Норма,,152000
187,https://gubkinskiy.drom.ru/honda/cr-v/49140535.html,Honda,CR-V,Губкинский,бензин,2.0,150,АКПП,4WD,синий,172000,левый,"3 поколение, рестайлинг",,,1390000
188,https://omsk.drom.ru/nissan/x-trail/48886576.html,Nissan,X-Trail,Омск,бензин,2.0,144,вариатор,передний,белый,74000,левый,"3 поколение, рестайлинг",2.0 CVT 2WD SE,,1890000
189,https://krasnodar.drom.ru/infiniti/qx70/49140556.html,Infiniti,QX70,Краснодар,дизель,3.0,238,АКПП,4WD,черный,67000,левый,2 поколение,,,2260000
190,https://voronezh.drom.ru/lada/2121_4x4_niva/49140557.html,Лада,4x4 2121 Нива,Воронеж,бензин,1.7,83,механика,4WD,синий,193000,левый,,,,305000
191,https://omsk.drom.ru/hyundai/palisade/48587874.html,Hyundai,Palisade,Омск,бензин,3.8,295,АКПП,4WD,белый,100,левый,1 поколение,3.8 GDI AT 4WD Prestige 7 seats,,6000000
192,https://chelyabinsk.drom.ru/mazda/mazda6/49140554.html,Mazda,Mazda6,Челябинск,бензин,2.0,147,АКПП,передний,черный,270000,левый,,,лифтбек,210000
193,https://bogdanovich.drom.ru/nissan/almera/49140552.html,Nissan,Almera,Богданович,бензин,1.8,116,АКПП,передний,серебристый,209000,левый,"2 поколение, рестайлинг",,седан,295000
194,https://krasnodar.drom.ru/land_rover/range_rover_velar/48917332.html,Land Rover,Range Rover Velar,Краснодар,дизель,2.0,180,АКПП,4WD,белый,59000,левый,1 поколение,2.0 TD R-Dynamic S,,5350000
195,https://tobolsk.drom.ru/chevrolet/aveo/49041920.html,Chevrolet,Aveo,Тобольск,бензин,1.6,115,механика,передний,синий,135230,левый,2 поколение,,седан,550000
196,https://omsk.drom.ru/volkswagen/passat_cc/49140551.html,Volkswagen,Passat CC,,бензин,1.8,152,робот,передний,белый,120000,левый,"1 поколение, рестайлинг",,седан,1377777
197,https://voronezh.drom.ru/lada/2121_4x4_niva/49140550.html,Лада,4x4 2121 Нива,Воронеж,бензин,1.7,83,механика,4WD,красный,59107,левый,1 поколение,,,658000
198,https://tyumen.drom.ru/toyota/camry/47139118.html,Toyota,Camry,Тюмень,бензин,2.5,200,АКПП,передний,белый,7163,левый,"9 поколение, рестайлинг",,седан,2880000
199,https://ekaterinburg.drom.ru/toyota/land_cruiser_prado/49065877.html,Toyota,Land Cruiser Prado,Екатеринбург,дизель,3.0,173,АКПП,4WD,серый,279000,левый,4 поколение,,джип/suv 5 дв.,2550000
