Id,Brand,Url
0,ram,https://spb.drom.ru/ram/1500/49039671.html
1,ram,https://spb.drom.ru/ram/1500/49028670.html
2,ram,https://spb.drom.ru/ram/1500/49028635.html
3,ram,https://spb.drom.ru/ram/1500/49028514.html
4,ram,https://tyumen.drom.ru/ram/1500/46960135.html
5,ram,https://barnaul.drom.ru/ram/1500/48999163.html
6,ram,https://moscow.drom.ru/ram/1500/48709355.html
7,ram,https://izhevsk.drom.ru/ram/1500/47303327.html
8,ram,https://blagoveshchensk.drom.ru/ram/2500/48119768.html
9,ram,https://tomsk.drom.ru/ram/1500/48976665.html
10,ram,https://krasnodar.drom.ru/ram/1500/48627508.html
11,ram,https://krasnodar.drom.ru/ram/1500/48962399.html
12,ram,https://krasnodar.drom.ru/ram/1500/48961606.html
13,ram,https://nizhnevartovsk.drom.ru/ram/1500/48958141.html
14,ram,https://habarovsk.drom.ru/ram/1500/46767699.html
15,ram,https://krasnodar.drom.ru/ram/1500/48943579.html
16,ram,https://komsomolsk.drom.ru/ram/1500/46744746.html
17,ram,https://moscow.drom.ru/ram/1500/48924280.html
18,ram,https://novosibirsk.drom.ru/ram/1500/48166113.html
19,ram,https://tomsk.drom.ru/ram/1500/48624364.html
20,ram,https://moscow.drom.ru/ram/1500/49162426.html
21,ram,https://togliatti.drom.ru/ram/1500/46455300.html
22,ram,https://petropavlovsk-kamchatskiy.drom.ru/ram/1500/49157576.html
23,ram,https://spb.drom.ru/ram/1500/49153116.html
24,ram,https://moscow.drom.ru/ram/1500/49148722.html
25,ram,https://moscow.drom.ru/ram/1500/49099301.html
26,ram,https://anapa.drom.ru/ram/1500/47027609.html
27,ram,https://krasnodar.drom.ru/ram/1500/46986220.html
28,ram,https://vladivostok.drom.ru/ram/1500/48942128.html
29,ram,https://perm.drom.ru/ram/1500/47768390.html
30,ram,https://spb.drom.ru/ram/1500/49130342.html
31,ram,https://omsk.drom.ru/ram/1500/48648404.html
32,ram,https://moscow.drom.ru/ram/1500/49126786.html
33,ram,https://vladivostok.drom.ru/ram/1500/47037513.html
34,ram,https://barnaul.drom.ru/ram/1500/48810436.html
35,ram,https://voronezh.drom.ru/ram/1500/49120555.html
36,ram,https://irkutsk.drom.ru/ram/1500/45881268.html
37,ram,https://moscow.drom.ru/ram/1500/48717348.html
38,ram,https://spb.drom.ru/ram/1500/49116249.html
39,ram,https://ivanovo.drom.ru/ram/1500/49111508.html
40,ram,https://novosibirsk.drom.ru/ram/1500/48774286.html
41,ram,https://spb.drom.ru/ram/1500/49100196.html
42,ram,https://spb.drom.ru/ram/1500/49100181.html
43,ram,https://moscow.drom.ru/ram/1500/49099236.html
44,ram,https://gelendzhik.drom.ru/ram/1500/48413465.html
45,ram,https://moscow.drom.ru/ram/1500/48065002.html
46,ram,https://spb.drom.ru/ram/1500/49088601.html
47,ram,https://spb.drom.ru/ram/1500/49088497.html
48,ram,https://moscow.drom.ru/ram/1500/49064823.html
49,ram,https://chita.drom.ru/ram/1500/49078871.html
50,ram,https://spb.drom.ru/ram/1500/49077875.html
51,ram,https://spb.drom.ru/ram/1500/49077854.html
52,ram,https://irkutsk.drom.ru/ram/1500/48514049.html
53,ram,https://kemerovo.drom.ru/ram/1500/47717325.html
54,ram,https://vladivostok.drom.ru/ram/1500/48732096.html
55,ram,https://moscow.drom.ru/ram/1500/48725158.html
56,ram,https://novosibirsk.drom.ru/ram/1500/49054877.html
57,ram,https://novosibirsk.drom.ru/ram/1500/49047698.html
58,ram,https://novosibirsk.drom.ru/ram/1500/48709516.html
59,ram,https://novosibirsk.drom.ru/ram/1500/48710816.html
60,ram,https://spb.drom.ru/ram/1500/48573185.html
61,ram,https://moscow.drom.ru/ram/1500/48904235.html
62,ram,https://irkutsk.drom.ru/ram/1500/48554810.html
63,ram,https://moscow.drom.ru/ram/1500/48894763.html
64,ram,https://moscow.drom.ru/ram/1500/48885283.html
65,ram,https://moscow.drom.ru/ram/1500/48885071.html
66,ram,https://moscow.drom.ru/ram/1500/48830954.html
67,ram,https://tomsk.drom.ru/ram/1500/47841627.html
68,ram,https://sochi.drom.ru/ram/1500/48871771.html
69,ram,https://moscow.drom.ru/ram/1500/48661511.html
70,ram,https://moscow.drom.ru/ram/1500/48793438.html
71,ram,https://krasnodar.drom.ru/ram/1500/48859346.html
72,ram,https://spb.drom.ru/ram/1500/47483935.html
73,ram,https://sochi.drom.ru/ram/1500/47720273.html
74,ram,https://novosibirsk.drom.ru/ram/1500/48841001.html
75,ram,https://omsk.drom.ru/ram/1500/49151657.html
76,ram,https://vladivostok.drom.ru/ram/1500/49090445.html
77,ram,https://vladivostok.drom.ru/ram/1500/46250558.html
78,ram,https://vladivostok.drom.ru/ram/1500/49080550.html
79,ram,https://volodarskiy.drom.ru/ram/1500/48720005.html
80,ram,https://krasnodar.drom.ru/ram/1500/48832292.html
81,ram,https://magnitogorsk.drom.ru/ram/1500/48454452.html
82,ram,https://krasnoyarsk.drom.ru/ram/1500/48490863.html
83,ram,https://chelyabinsk.drom.ru/ram/1500/48609782.html
84,ram,https://krasnodar.drom.ru/ram/1500/48803443.html
170,ravon,https://moscow.drom.ru/ravon/nexia_r3/49163502.html
171,ravon,https://seversk.drom.ru/ravon/nexia_r3/48482878.html
172,ravon,https://lipetsk.drom.ru/ravon/nexia_r3/48146506.html
173,ravon,https://penza.drom.ru/ravon/nexia_r3/46033625.html
174,ravon,https://rostov-na-donu.drom.ru/ravon/gentra/49155950.html
175,ravon,https://krasnoyarsk.drom.ru/ravon/r2/46308531.html
176,ravon,https://barnaul.drom.ru/ravon/r4/48840745.html
177,ravon,https://ekaterinburg.drom.ru/ravon/r2/48825403.html
178,ravon,https://spb.drom.ru/ravon/r2/48817588.html
179,ravon,https://spb.drom.ru/ravon/r2/48134843.html
180,ravon,https://sevastopol.drom.ru/ravon/gentra/49150767.html
181,ravon,https://kazan.drom.ru/ravon/gentra/49149503.html
182,ravon,https://almetievsk.drom.ru/ravon/nexia_r3/49148855.html
183,ravon,https://surgut.drom.ru/ravon/r2/49046110.html
184,ravon,https://barnaul.drom.ru/ravon/nexia_r3/48972297.html
185,ravon,https://perm.drom.ru/ravon/nexia_r3/46455649.html
186,ravon,https://omsk.drom.ru/ravon/r2/49142997.html
187,ravon,https://nizhniy-novgorod.drom.ru/ravon/r4/49142149.html
188,ravon,https://sterlitamak.drom.ru/ravon/nexia_r3/48815718.html
189,ravon,https://krasnodar.drom.ru/ravon/gentra/48815111.html
190,ravon,https://nizhniy-tagil.drom.ru/ravon/nexia_r3/48973134.html
191,ravon,https://ekaterinburg.drom.ru/ravon/r2/45614801.html
192,ravon,https://fyodorovskiy.drom.ru/ravon/r4/48256404.html
193,ravon,https://tyumen.drom.ru/ravon/r4/47267164.html
194,ravon,https://orehovo-zuevo.drom.ru/ravon/r2/48273933.html
195,ravon,https://yoshkar-ola.drom.ru/ravon/gentra/47935760.html
196,ravon,https://tyumen.drom.ru/ravon/r4/46941464.html
197,ravon,https://naberezhnye-chelny.drom.ru/ravon/nexia_r3/48961139.html
198,ravon,https://orenburg.drom.ru/ravon/r2/48961135.html
199,ravon,https://shahty.drom.ru/ravon/r2/48260126.html
200,ravon,https://shahty.drom.ru/ravon/r2/48260037.html
