Id,Brand,Url
0,jac,https://ufa.drom.ru/jac/j7/48964328.html
1,jac,https://ufa.drom.ru/jac/j7/48962708.html
2,jac,https://moscow.drom.ru/jac/j7/48268218.html
3,jac,https://nizhnevartovsk.drom.ru/jac/t6/48960667.html
4,jac,https://novosibirsk.drom.ru/jac/t6/45521737.html
5,jac,https://krasnodar.drom.ru/jac/j7/48476063.html
6,jac,https://usoliye-sibirskoe.drom.ru/jac/t6/48086173.html
7,jac,https://barnaul.drom.ru/jac/t6/48607190.html
8,jac,https://omsk.drom.ru/jac/j7/48609933.html
9,jac,https://samara.drom.ru/jac/j7/48616482.html
10,jac,https://kyzyl.drom.ru/jac/s7/48264460.html
11,jac,https://omsk.drom.ru/jac/s7/48951166.html
12,jac,https://barnaul.drom.ru/jac/j7/48568964.html
13,jac,https://gvardeyskoe.drom.ru/jac/s5/48938724.html
14,jac,https://mamony.drom.ru/jac/t6/48064038.html
15,jac,https://krasnoyarsk.drom.ru/jac/t6/48931548.html
16,jac,https://krasnoyarsk.drom.ru/jac/t6/48931267.html
17,jac,https://ekaterinburg.drom.ru/jac/j7/48593432.html
18,jac,https://rostov-na-donu.drom.ru/jac/t6/48584541.html
19,jac,https://samara.drom.ru/jac/j7/48579604.html
20,jac,https://barnaul.drom.ru/jac/js4/48684984.html
21,jac,https://krasnodar.drom.ru/jac/t6/47206405.html
22,jac,https://krasnodar.drom.ru/jac/t6/47206408.html
23,jac,https://krasnodar.drom.ru/jac/t6/47206410.html
24,jac,https://krasnodar.drom.ru/jac/t6/47206412.html
25,jac,https://tyumen.drom.ru/jac/j7/48252343.html
26,jac,https://chelyabinsk.drom.ru/jac/j7/48986562.html
27,jac,https://krasnodar.drom.ru/jac/t6/48298494.html
28,jac,https://krasnodar.drom.ru/jac/t6/48298497.html
29,jac,https://krasnodar.drom.ru/jac/t6/48298501.html
30,jac,https://krasnodar.drom.ru/jac/t6/48298504.html
31,jac,https://tyumen.drom.ru/jac/j7/48292668.html
32,jac,https://rostov-na-donu.drom.ru/jac/j7/47954435.html
33,jac,https://chelyabinsk.drom.ru/jac/j7/48981465.html
34,jac,https://novosibirsk.drom.ru/jac/j7/48910316.html
35,jac,https://alushta.drom.ru/jac/j7/46838530.html
36,jac,https://krasnodar.drom.ru/jac/j7/46657499.html
37,jac,https://barnaul.drom.ru/jac/j7/46499889.html
38,jac,https://tyumen.drom.ru/jac/t6/48780420.html
39,jac,https://barnaul.drom.ru/jac/j7/47872142.html
40,jac,https://samara.drom.ru/jac/t6/48579624.html
41,jac,https://samara.drom.ru/jac/j7/48579594.html
42,jac,https://samara.drom.ru/jac/j7/48579600.html
43,jac,https://irkutsk.drom.ru/jac/s3/47892669.html
44,jac,https://ulan-ude.drom.ru/jac/t6/47840877.html
45,jac,https://almetievsk.drom.ru/jac/j7/48213797.html
46,jac,https://chelyabinsk.drom.ru/jac/j7/48903954.html
47,jac,https://novocheboksarsk.drom.ru/jac/j7/48386190.html
48,jac,https://ekaterinburg.drom.ru/jac/js4/48902623.html
49,jac,https://ekaterinburg.drom.ru/jac/js4/48902585.html
50,jac,https://krasnoyarsk.drom.ru/jac/t6/48294381.html
51,jac,https://kyzyl.drom.ru/jac/s5/48901544.html
52,jac,https://chaykovskiy.drom.ru/jac/s3/48553433.html
53,jac,https://tyumen.drom.ru/jac/j7/47906393.html
54,jac,https://tyumen.drom.ru/jac/j7/47906263.html
55,jac,https://tyumen.drom.ru/jac/j7/48896704.html
56,jac,https://surgut.drom.ru/jac/j7/48726054.html
57,jac,https://krasnodar.drom.ru/jac/js4/48892521.html
58,jac,https://krasnodar.drom.ru/jac/js4/48892518.html
59,jac,https://moscow.drom.ru/jac/j7/48891505.html
60,jac,https://abakan.drom.ru/jac/j7/48484512.html
61,jac,https://krasnodar.drom.ru/jac/t6/47808376.html
62,jac,https://krasnodar.drom.ru/jac/t6/47808384.html
63,jac,https://irkutsk.drom.ru/jac/j7/49124025.html
64,jac,https://khanty-mansiysk.drom.ru/jac/s7/44456221.html
65,jac,https://samara.drom.ru/jac/js4/49156300.html
66,jac,https://samara.drom.ru/jac/js4/49156294.html
67,jac,https://novosibirsk.drom.ru/jac/s5/48421602.html
68,jac,https://krasnodar.drom.ru/jac/j7/44040959.html
69,jac,https://chelyabinsk.drom.ru/jac/j7/49154174.html
70,jac,https://irkutsk.drom.ru/jac/j7/49144680.html
71,jac,https://krasnoyarsk.drom.ru/jac/j7/48764635.html
72,jac,https://krasnoyarsk.drom.ru/jac/j7/48773094.html
73,jac,https://krasnoyarsk.drom.ru/jac/j7/48735731.html
74,jac,https://vladivostok.drom.ru/jac/t6/48761324.html
75,jac,https://novosibirsk.drom.ru/jac/j7/48332781.html
76,jac,https://omsk.drom.ru/jac/t6/46914036.html
77,jac,https://leninsk-kuznetskiy.drom.ru/jac/s3/41260536.html
78,jac,https://simferopol.drom.ru/jac/s5/49150879.html
79,jac,https://tyumen.drom.ru/jac/js4/48867723.html
80,jac,https://moscow.drom.ru/jac/s1/47038034.html
81,jac,https://nyagan.drom.ru/jac/t6/49064376.html
82,jac,https://tyumen.drom.ru/jac/j7/48244920.html
83,jac,https://novocheboksarsk.drom.ru/jac/j7/47707706.html
84,jac,https://kurgan.drom.ru/jac/j7/48380016.html
85,jac,https://moscow.drom.ru/jac/j7/49056887.html
86,jac,https://surgut.drom.ru/jac/js4/49056356.html
87,jac,https://surgut.drom.ru/jac/j7/48580996.html
88,jac,https://abakan.drom.ru/jac/j7/46892148.html
89,jac,https://krasnoyarsk.drom.ru/jac/js4/49044535.html
90,jac,https://krasnoyarsk.drom.ru/jac/j7/48762362.html
91,jac,https://novosibirsk.drom.ru/jac/js4/48666940.html
92,jac,https://novosibirsk.drom.ru/jac/j7/46687656.html
93,jac,https://kyzyl.drom.ru/jac/s3/49033332.html
94,jac,https://kyzyl.drom.ru/jac/s3/47313503.html
95,jac,https://chelyabinsk.drom.ru/jac/s3/49031739.html
96,jac,https://krasnodar.drom.ru/jac/js4/48892522.html
97,jac,https://tyumen.drom.ru/jac/j7/48813701.html
