Id,Url,Brand,Model,Year,EngineVolume,Power,Drive,Mileage,Price,Region,Engine,Transmission
1227,https://spb.drom.ru/opel/zafira/48825609.html,2,2,2006,1.8,140,1,347505.0,379789,25,1,2
1228,https://moscow.drom.ru/opel/vectra/48824482.html,2,5,2008,2.8,250,1,219000.0,750000,22,1,2
1229,https://moskovskiy-tyumen.drom.ru/opel/corsa/48824494.html,2,4,2008,1.0,60,1,141919.0,355000,92,1,2
1230,https://moscow.drom.ru/opel/astra/48823848.html,2,3,2007,1.6,105,1,303800.0,270000,22,1,3
1231,https://ozerki.drom.ru/opel/antara/48823733.html,2,15,2007,2.0,150,3,264700.0,835000,93,2,4
1232,https://yalta.drom.ru/opel/vectra/48823243.html,2,5,2007,2.2,155,1,191000.0,445000,94,1,4
1233,https://omsk.drom.ru/opel/corsa/48821605.html,2,4,2007,1.2,80,1,194370.0,320000,16,1,2
1234,https://yaroslavl.drom.ru/opel/astra/49163416.html,2,3,2009,1.6,115,1,167934.0,305131,95,1,2
1235,https://izhevsk.drom.ru/opel/corsa/48836488.html,2,4,2008,1.2,80,1,120889.0,389000,74,1,3
1236,https://spb.drom.ru/opel/astra_gtc/48836385.html,2,13,2008,1.6,115,1,265273.0,310000,25,1,2
1237,https://buzdyak.drom.ru/opel/movano/48836170.html,2,16,2009,2.5,130,1,350000.0,850000,96,2,2
1238,https://altayskoe.drom.ru/opel/astra/48835981.html,2,3,2005,1.8,125,1,263.0,500000,97,1,4
1239,https://dzhankoy.drom.ru/opel/corsa/48835702.html,2,4,2007,1.2,80,1,207000.0,320000,2,1,3
1240,https://nefteyugansk.drom.ru/opel/astra/48833852.html,2,3,2005,1.6,105,1,144000.0,300000,98,1,3
1241,https://pskov.drom.ru/opel/astra_gtc/48833604.html,2,13,2006,1.4,90,1,349000.0,330000,99,1,3
1242,https://alexin.drom.ru/opel/astra_gtc/48833489.html,2,13,2007,1.6,115,1,171000.0,460000,100,1,2
1243,https://tyumen.drom.ru/opel/corsa/48833278.html,2,4,2007,1.2,80,1,180000.0,320000,43,1,2
1244,https://shipunovo.drom.ru/opel/zafira/48832579.html,2,2,2007,1.8,140,1,316.0,495000,101,1,3
1245,https://pokachi.drom.ru/opel/astra/48832256.html,2,3,2008,1.8,140,1,166000.0,435000,102,1,2
1246,https://novosibirsk.drom.ru/opel/astra/48831198.html,2,3,2006,1.8,140,1,189000.0,200000,23,1,2
1247,https://noviy-urengoy.drom.ru/opel/astra/48830819.html,2,3,2005,1.4,90,1,257000.0,260000,103,1,2
1248,https://bratsk.drom.ru/opel/meriva/48830291.html,2,11,2007,1.6,105,1,180000.0,320000,55,1,3
1249,https://omsk.drom.ru/opel/corsa/48830024.html,2,4,2007,1.0,60,1,164000.0,260000,16,1,2
1250,https://krasnodar.drom.ru/opel/astra/48829622.html,2,3,2005,1.6,103,1,235000.0,340000,13,1,3
1251,https://ekaterinburg.drom.ru/opel/zafira/48828546.html,2,2,2007,1.8,140,1,150000.0,440000,33,1,3
1252,https://novouralsk.drom.ru/opel/antara/48827347.html,2,15,2007,2.4,140,3,215743.0,620000,104,1,4
1253,https://nizhniy-novgorod.drom.ru/opel/astra/48492646.html,2,3,2008,1.6,115,1,152777.0,450000,1,1,2
1254,https://sevastopol.drom.ru/opel/vectra/49162499.html,2,5,2006,1.8,140,1,177224.0,430000,37,1,3
1255,https://omsk.drom.ru/opel/astra/48389107.html,2,3,2007,1.6,105,1,260000.0,369000,16,1,2
1256,https://moscow.drom.ru/opel/astra/49162032.html,2,3,2007,1.6,105,1,180000.0,210000,22,1,3
1257,https://spb.drom.ru/opel/corsa/49161944.html,2,4,2007,1.2,80,1,170000.0,220000,25,1,2
1258,https://tomsk.drom.ru/opel/astra_gtc/49155802.html,2,13,2008,1.6,115,1,218000.0,380000,12,1,3
1259,https://tyumen.drom.ru/opel/astra_gtc/49045132.html,2,13,2007,1.6,115,1,98852.0,379900,43,1,2
1260,https://nizhnegorskiy.drom.ru/opel/corsa/49161575.html,2,4,2007,1.4,90,1,136000.0,350000,105,1,4
1261,https://cherepovets.drom.ru/opel/corsa/49161459.html,2,4,2007,1.2,80,1,74500.0,379000,106,1,3
1262,https://kemerovo.drom.ru/opel/astra/47884120.html,2,3,2007,1.6,115,1,200000.0,365000,21,1,3
1263,https://voronezh.drom.ru/opel/insignia/49160339.html,2,14,2009,2.0,220,1,141221.0,700000,44,1,2
1264,https://novoshahtinsk.drom.ru/opel/astra/49159757.html,2,3,2008,1.6,115,1,234000.0,450000,107,1,3
1265,https://novokuznetsk.drom.ru/opel/vectra/48889183.html,2,5,2006,1.8,140,1,222000.0,300000,11,1,3
1266,https://sayanogorsk.drom.ru/opel/astra/48212011.html,2,3,2005,1.8,125,1,186000.0,340000,20,1,5
1267,https://perm.drom.ru/opel/astra/49159375.html,2,3,2008,1.2,90,1,226100.0,235000,14,2,3
1268,https://tomsk.drom.ru/opel/astra/49113783.html,2,3,2008,1.8,140,1,196000.0,435000,12,1,4
1269,https://simferopol.drom.ru/opel/astra/48924601.html,2,3,2006,1.6,105,1,233000.0,350000,71,1,3
1270,https://kaluga.drom.ru/opel/zafira/49157581.html,2,2,2008,1.8,140,1,156500.0,655000,108,1,2
1271,https://kurgan.drom.ru/opel/zafira/49157513.html,2,2,2007,1.6,105,1,200000.0,370000,39,1,2
1272,https://ufa.drom.ru/opel/antara/47423030.html,2,15,2008,3.2,227,3,162051.0,574857,84,1,4
1273,https://cheboksary.drom.ru/opel/zafira/49157237.html,2,2,2007,1.8,140,1,120000.0,405000,109,1,2
1274,https://nizhnevartovsk.drom.ru/opel/corsa/49157011.html,2,4,2008,1.4,90,1,123000.0,400000,110,1,2
1275,https://surgut.drom.ru/opel/vectra/49156612.html,2,5,2007,1.6,105,1,200000.0,370000,19,1,2
1276,https://krasnoobsk.drom.ru/opel/astra/49156586.html,2,3,2008,1.4,90,1,196100.0,370000,111,1,2
1277,https://omsk.drom.ru/opel/astra/49156411.html,2,3,2007,1.2,90,1,270000.0,280000,16,2,2
1278,https://surgut.drom.ru/opel/corsa/48704640.html,2,4,2008,1.2,80,1,134000.0,399000,19,1,2
1279,https://omsk.drom.ru/opel/astra/49155445.html,2,3,2007,1.6,115,1,190000.0,369000,16,1,3
