Id,Url,Brand,Model,Region,Year,Engine,EngineVolume,Power,Transmission,Drive,Body,Color,Mileage,Wheel,Generation,Complectation,IsSold,Price
211979,https://moscow.drom.ru/ford/kuga/49116433.html,Ford,Kuga,Москва,2013,дизель,2.0,140,робот,4WD,,черный,194306,левый,,,0,1120000
211980,https://novokuznetsk.drom.ru/ford/focus/46860713.html,Ford,Focus,Новокузнецк,2013,бензин,2.0,150,робот,передний,седан,серебристый,160,левый,3 поколение,2.0 PowerShift Titanium ,0,670000
211981,https://ekaterinburg.drom.ru/ford/mondeo/49116294.html,Ford,Mondeo,Екатеринбург,2012,бензин,2.3,161,АКПП,передний,седан,синий,160000,левый,"4 поколение, рестайлинг",,0,680000
211982,https://krasnodar.drom.ru/ford/focus/49116220.html,Ford,Focus,Краснодар,2013,бензин,1.6,125,робот,передний,хэтчбек 5 дв.,белый,99000,левый,3 поколение,1.6 PowerShift Sport Limited Edition,1,730000
211983,https://voronezh.drom.ru/ford/kuga/49116240.html,Ford,Kuga,Воронеж,2013,бензин,1.6,150,механика,передний,,серый,221870,левый,2 поколение,,0,940000
211984,https://irkutsk.drom.ru/ford/focus/48273211.html,Ford,Focus,Иркутск,2012,бензин,1.6,105,механика,передний,седан,белый,238000,левый,3 поколение,1.6 MT Trend,0,580000
211985,https://sevastopol.drom.ru/ford/kuga/47344035.html,Ford,Kuga,Севастополь,2011,дизель,2.0,163,робот,4WD,,серый,147000,левый,1 поколение,2.0 TDCi AWD DSG Titanium,0,910000
211986,https://kazan.drom.ru/ford/focus/49116122.html,Ford,Focus,Казань,2012,бензин,2.0,150,робот,передний,хэтчбек 5 дв.,черный,226301,левый,3 поколение,,0,508000
211987,https://tyumen.drom.ru/ford/focus/48968800.html,Ford,Focus,Тюмень,2012,бензин,1.6,105,механика,передний,хэтчбек 5 дв.,черный,162000,левый,3 поколение,1.6 MT Trend,0,620000
211988,https://moscow.drom.ru/ford/focus/49115992.html,Ford,Focus,Москва,2010,бензин,2.0,145,АКПП,передний,хэтчбек 5 дв.,черный,176500,левый,"2 поколение, рестайлинг",,0,520000
211989,https://beryozovka.drom.ru/ford/focus/49115590.html,Ford,Focus,Берёзовка,2011,бензин,2.0,145,АКПП,передний,седан,синий,103000,левый,"2 поколение, рестайлинг",,1,500000
211990,https://krasnoyarsk.drom.ru/ford/f150/47436437.html,Ford,F150,Красноярск,2012,бензин,3.5,365,АКПП,4WD,,белый,129000,левый,"7 поколение, рестайлинг",3.5 AT 4x4 FX4 SuperCab Styleside 6-1/2',0,2399000
211991,https://tyumen.drom.ru/ford/tourneo_connect/48860834.html,Ford,Tourneo Connect,Тюмень,2013,дизель,1.8,90,механика,передний,,белый,178393,левый,"1 поколение, рестайлинг",,0,779000
211992,https://krasnoyarsk.drom.ru/ford/f150/47392285.html,Ford,F150,Красноярск,2012,бензин,3.5,365,АКПП,4WD,,белый,129000,левый,"7 поколение, рестайлинг",3.5 AT 4x4 FX4 SuperCab Styleside 6-1/2',0,2399000
211993,https://dmitrov.drom.ru/ford/mondeo/48794198.html,Ford,Mondeo,Дмитров,2011,бензин,2.0,200,робот,передний,седан,черный,150000,левый,"4 поколение, рестайлинг",2.0 SCTi Powershift AT Titanium,0,350000
211994,https://engels.drom.ru/ford/focus/48793773.html,,,,,,,,,,,,,,,,0,
211995,https://yoshkar-ola.drom.ru/ford/focus/48793038.html,Ford,Focus,Йошкар-Ола,2013,бензин,1.6,105,механика,передний,универсал,серый,187787,левый,3 поколение,1.6 MT Trend,0,697000
211996,https://ryazan.drom.ru/ford/focus/48792702.html,Ford,Focus,Рязань,2012,бензин,1.6,125,робот,передний,седан,серый,86000,левый,3 поколение,,0,890000
211997,https://moscow.drom.ru/ford/focus/48792528.html,Ford,Focus,Москва,2011,бензин,1.8,125,механика,передний,седан,серый,310000,левый,"2 поколение, рестайлинг",1.8 MT Comfort ,1,460000
211998,https://moscow.drom.ru/ford/focus/48792454.html,Ford,Focus,Москва,2012,бензин,1.6,125,робот,передний,хэтчбек 5 дв.,красный,250000,левый,3 поколение,1.6 PowerShift Titanium,1,625000
211999,https://moscow.drom.ru/ford/focus/48791376.html,Ford,Focus,Москва,2012,бензин,2.0,150,механика,передний,седан,черный,113000,левый,3 поколение,,0,700000
212000,https://perm.drom.ru/ford/focus/48790946.html,Ford,Focus,Пермь,2013,бензин,1.6,125,механика,передний,универсал,серебристый,113000,левый,3 поколение,,0,759000
212001,https://tyumen.drom.ru/ford/explorer/48789573.html,Ford,Explorer,Тюмень,2011,бензин,3.5,294,АКПП,4WD,джип/suv 5 дв.,бордовый,160000,левый,5 поколение,,0,1550000
212002,https://michurinsk.drom.ru/ford/focus/48789412.html,Ford,Focus,Мичуринск,2011,бензин,1.6,100,механика,передний,хэтчбек 5 дв.,серый,288000,левый,"2 поколение, рестайлинг",1.6 MT Comfort ,0,230000
