Id,Url,Brand,Model,Region,Year,Engine,EngineVolume,Power,Transmission,Drive,Body,Color,Mileage,Wheel,Generation,Complectation,IsSold,Price
56928,https://rubtsovsk.drom.ru/daihatsu/hijet/49018326.html,Daihatsu,Hijet,Рубцовск,2017,бензин,0.7,53,АКПП,4WD,минивэн,голубой,8000,правый,"10 поколение, рестайлинг",,0,759000
56929,https://abakan.drom.ru/daihatsu/tanto/47799697.html,Daihatsu,Tanto,Абакан,2019,бензин,0.7,52,вариатор,передний,,белый,109000,правый,"3 поколение, рестайлинг", 660 X,0,639000
56930,https://krasnoyarsk.drom.ru/daihatsu/tanto/46552366.html,Daihatsu,Tanto,Красноярск,2012,бензин,0.7,64,вариатор,передний,,белый,73000,правый,2 поколение,,0,570000
56931,https://novosibirsk.drom.ru/daihatsu/move/47805907.html,Daihatsu,Move,Новосибирск,2015,бензин,0.7,64,вариатор,4WD,,черный,67000,правый,6 поколение, 660 Custom RS 4WD,0,650000
56932,https://tayshet.drom.ru/daihatsu/max/47236708.html,Daihatsu,Max,Тайшет,2002,бензин,0.7,58,АКПП,передний,,черный,259000,правый,1 поколение,,0,230000
56933,https://habarovsk.drom.ru/daihatsu/move/48703989.html,Daihatsu,Move,Хабаровск,2018,бензин,0.7,64,вариатор,передний,,черный,40000,правый,"6 поколение, рестайлинг", 660 Custom RS Hyper Limited II SAIII,1,860000
56934,https://berdsk.drom.ru/daihatsu/yrv/46556827.html,Daihatsu,YRV,Бердск,2002,бензин,1.3,90,АКПП,передний,,белый,270000,правый,1 поколение,1.3 X,0,350000
56935,https://magadan.drom.ru/daihatsu/atrai/49017021.html,Daihatsu,Atrai,Магадан,2003,бензин,0.7,64,АКПП,4WD,минивэн,черный,150000,правый,5 поколение,,0,270000
56936,https://moscow.drom.ru/daihatsu/yrv/48704989.html,Daihatsu,YRV,Москва,2001,бензин,1.3,140,АКПП,передний,,красный,289810,правый,1 поколение,1.3 Turbo,1,315000
56937,https://kargapole.drom.ru/daihatsu/pyzar/48704739.html,Daihatsu,Pyzar,Каргаполье,1996,бензин,1.5,100,АКПП,передний,,зеленый,220879,правый,1 поколение,1.5 CL,0,180000
56938,https://molchanovo.drom.ru/daihatsu/storia/48704326.html,Daihatsu,Storia,Молчаново,1998,бензин,1.0,60,АКПП,передний,,серый,138211,правый,1 поколение,1.0 CL,1,180000
56939,https://omsk.drom.ru/daihatsu/hijet/48704201.html,Daihatsu,Hijet,Омск,2013,бензин,0.7,50,механика,4WD,пикап,белый,90000,правый,,,0,650000
56940,https://markova.drom.ru/daihatsu/terios_kid/48703523.html,Daihatsu,Terios Kid,Маркова,2003,бензин,0.7,60,АКПП,4WD,,розовый,200000,правый,"1 поколение, рестайлинг",,0,300000
56941,https://ussuriisk.drom.ru/daihatsu/mira_e-s/48701098.html,Daihatsu,Mira e:S,Уссурийск,2011,бензин,0.7,52,вариатор,передний,,белый,160000,правый,1 поколение,,0,300000
56942,https://krasnoyarsk.drom.ru/daihatsu/terios/48700376.html,Daihatsu,Terios,Красноярск,1997,бензин,1.3,92,АКПП,4WD,,синий,263000,правый,1 поколение,,0,220000
56943,https://ussuriisk.drom.ru/daihatsu/tanto/48699294.html,Daihatsu,Tanto,Уссурийск,2008,бензин,0.7,58,АКПП,передний,,бордовый,130000,правый,2 поколение,660 custom X,0,395000
56944,https://izhevsk.drom.ru/daihatsu/hijet/48698524.html,Daihatsu,Hijet,Ижевск,2011,бензин,0.7,50,автомат,4WD,минивэн,серый,98410,правый,,,0,450000
56945,https://belgorod.drom.ru/daihatsu/mira_e-s/48698395.html,Daihatsu,Mira e:S,Белгород,2015,бензин,0.7,49,вариатор,передний,,серый,100000,правый,"1 поколение, рестайлинг",,0,525000
56946,https://novokuznetsk.drom.ru/daihatsu/charade_de_tomaso/48695501.html,Daihatsu,Charade De Tomaso,Новокузнецк,1995,бензин,1.6,125,механика,передний,,черный,257000,,,,0,100000
56947,https://dalnerechensk.drom.ru/daihatsu/coo/48695099.html,Daihatsu,Coo,Дальнереченск,2006,бензин,1.5,109,АКПП,передний,,черный,245,правый,1 поколение,1.5 CX limited,0,325000
56948,https://gurievsk-kemer.drom.ru/daihatsu/boon/48429823.html,Daihatsu,Boon,Гурьевск,2013,бензин,1.0,69,вариатор,передний,,белый,136000,правый,2 поколение,1.0 CL limited ,0,520000
56949,https://ulan-ude.drom.ru/daihatsu/move/48359651.html,Daihatsu,Move,Улан-Удэ,2011,бензин,0.7,52,вариатор,передний,,коричневый,150500,правый,5 поколение,660 L,0,460000
56950,https://irkutsk.drom.ru/daihatsu/mira/48358038.html,Daihatsu,Mira,Иркутск,2009,бензин,0.7,58,АКПП,передний,хэтчбек 3 дв.,белый,70000,правый,7 поколение,,0,70000
56951,https://habarovsk.drom.ru/daihatsu/mira/48355519.html,Daihatsu,Mira,Хабаровск,2008,бензин,0.7,58,АКПП,передний,хэтчбек 5 дв.,белый,216000,правый,7 поколение,660 X,1,180000
56952,https://vladivostok.drom.ru/daihatsu/coo/48352459.html,Daihatsu,Coo,Владивосток,2010,бензин,1.3,92,АКПП,передний,,серый,174000,правый,1 поколение,,0,520000
56953,https://irkutsk.drom.ru/daihatsu/pyzar/48009408.html,Daihatsu,Pyzar,Иркутск,1998,бензин,1.6,115,АКПП,передний,,черный,250000,правый,"1 поколение, 2 рестайлинг",1.6 Aero custom,1,90000
